24000,25323,24001,25324
1227,3526,1227,3526
3550,3589,3550,3589
18364,18421,26397,26454
22933,23004,22934,23005
22941,23001,22942,23002
24240,25320,24241,25321
196,3497,196,3497
3607,3663,3607,3663
24663,25319,24664,25320
3623,3680,3623,3680
23037,25350,23038,25351
3633,3672,11656,11695
3639,3680,11662,11703
3640,3679,3640,3679
3648,3682,11671,11705
3087,3647,3087,3647
3661,3690,3661,3690
3662,3701,3662,3701
3666,3698,3666,3698
5968,6724,5968,6724
3675,3708,3675,3708
3681,3723,3681,3723
3682,3718,3682,3718
5947,6721,5947,6721
285,3634,285,3634
23201,25342,23202,25343
3690,3725,3690,3725
3697,3726,3697,3726
3699,3728,3699,3728
3700,3765,3700,3765
6000,6867,6000,6867
23231,25299,23232,25300
5436,6877,5436,6877
23028,25293,23029,25294
23060,25289,23061,25290
3732,3782,11755,11805
25296,25340,25297,25341
6560,6904,6560,6904
3733,3783,11756,11806
3747,3776,3747,3776
23068,25287,23069,25288
3742,3774,3742,3774
18194,18229,26227,26262
1213,3471,1213,3471
3748,3788,11771,11811
3752,3781,3752,3781
16875,16995,2614,2734
3754,3783,3754,3783
23811,25238,23812,25239
3757,3805,11780,11828
3761,3804,11784,11827
3765,3808,11788,11831
6588,6866,6588,6866
3771,3807,11794,11830
21990,22029,21984,22023
3774,3814,3774,3814
2645,3694,2645,3694
1810,3668,1810,3668
4133,4162,12161,12190
26486,26515,12210,12239
3787,3848,3787,3848
2661,3466,2661,3466
24372,25275,24373,25276
3798,3846,3798,3846
2665,3465,2665,3465
3812,3864,3812,3864
6435,6898,6435,6898
1561,3705,1561,3705
3829,3873,3829,3873
23537,25109,23538,25110
3830,3868,11854,11892
23138,25237,23139,25238
415,3813,415,3813
413,3764,413,3764
3845,3899,3845,3899
3846,3901,3846,3901
23673,25236,23674,25237
17382,17412,3115,3145
27325,27354,13058,13087
3848,3884,11872,11908
22745,22793,22747,22795
3853,3886,11877,11910
3860,3897,3860,3897
792,3802,792,3802
3862,3891,11886,11915
16890,17002,2629,2741
23316,25233,23317,25234
23322,25226,23323,25227
16868,17012,2607,2751
3882,3919,3882,3919
3886,3920,3886,3920
24440,25297,24441,25298
3899,3938,3899,3938
23342,25346,23343,25347
3901,3971,3901,3971
3907,3967,3907,3967
3911,3979,3911,3979
16881,17001,2620,2740
3915,3978,3915,3978
5567,6738,5567,6738
510,3806,510,3806
17082,17112,2821,2851
3935,3965,11963,11993
3945,4011,3945,4011
3954,4009,3954,4009
3957,4007,3957,4007
23483,25333,23484,25334
3968,4005,3968,4005
23026,24659,23027,24660
1706,3825,1706,3825
3984,4013,3984,4013
3988,4045,3988,4045
22759,22798,22761,22800
4000,4047,4000,4047
16862,17000,2601,2739
26541,26570,12265,12294
586,3396,586,3396
4007,4043,4007,4043
4020,4068,4020,4068
2867,4003,2867,4003
6310,6893,6310,6893
4040,4070,4040,4070
4042,4072,4042,4072
16365,16400,2104,2139
4043,4076,12071,12104
4044,4081,4044,4081
4045,4079,12073,12107
22951,22998,22952,22999
4052,4082,12080,12110
23446,25269,23447,25270
4053,4082,4053,4082
1707,4053,1707,4053
4055,4085,12083,12113
4057,4102,4057,4102
23114,25216,23115,25217
4057,4089,12085,12117
4058,4101,4058,4101
4058,4088,12086,12116
4061,4112,4061,4112
4062,4109,4062,4109
23364,25332,23365,25333
648,3959,648,3959
4063,4143,4063,4143
23360,25324,23361,25325
4085,4133,4085,4133
677,4067,677,4067
4089,4142,4089,4142
21998,22030,21992,22024
4095,4139,4095,4139
4104,4159,12132,12187
23847,25317,23848,25318
4108,4156,12136,12184
6343,6791,6343,6791
4109,4155,12137,12183
4115,4157,4115,4157
4122,4161,12150,12189
24787,25436,24788,25437
3177,4153,3177,4153
4134,4164,12162,12192
2978,4191,2978,4191
4137,4187,4137,4187
747,4021,747,4021
4144,4186,4144,4186
16927,17009,2666,2748
4165,4207,4165,4207
4166,4222,4166,4222
18021,18059,26054,26092
4169,4219,4169,4219
4172,4217,4172,4217
1920,4097,1920,4097
4180,4216,4180,4216
1904,4193,1904,4193
4191,4221,4191,4221
763,4184,763,4184
4194,4223,4194,4223
3835,3892,11859,11916
4196,4237,4196,4237
17464,17499,3197,3232
4203,4239,4203,4239
4211,4240,4211,4240
4216,4265,4216,4265
4217,4259,4217,4259
22651,22705,22653,22707
4219,4261,4219,4261
22519,22548,22518,22547
22517,22549,22516,22548
5406,6734,5406,6734
4237,4266,4237,4266
4238,4275,4238,4275
4240,4274,4240,4274
4241,4273,4241,4273
4248,4278,4248,4278
4250,4286,4250,4286
4267,4314,4267,4314
23682,25385,23683,25386
4275,4332,4275,4332
4289,4342,4289,4342
24732,25416,24733,25417
2845,2987,2845,2987
23590,25443,23591,25444
4318,4365,4318,4365
2039,4257,2039,4257
4325,4364,4325,4364
23695,25408,23696,25409
4327,4368,4327,4368
905,4204,905,4204
4345,4376,4345,4376
2096,4317,2096,4317
4350,4382,4350,4382
22656,22708,22658,22710
4356,4386,4356,4386
4358,4388,4358,4388
18024,18062,26057,26095
4360,4389,4360,4389
18022,18061,26055,26094
4366,4404,4366,4404
4367,4405,4367,4405
4368,4408,4368,4408
4377,4409,4377,4409
17084,17113,2823,2852
4381,4410,4381,4410
6615,6806,6615,6806
4383,4412,4383,4412
4384,4413,4384,4413
4385,4415,4385,4415
23889,25407,23890,25408
4394,4427,4394,4427
4401,4442,4401,4442
4407,4439,4407,4439
17999,18056,26032,26089
4416,4447,4416,4447
6637,6798,6637,6798
4419,4465,4419,4465
4420,4463,4420,4463
4421,4462,4421,4462
4423,4461,4423,4461
4424,4459,4424,4459
4425,4464,4425,4464
22075,22105,22069,22099
4437,4467,4437,4467
4439,4469,4439,4469
1010,4417,1010,4417
4441,4474,4441,4474
17705,17754,25739,25788
4446,4482,4446,4482
4449,4485,4449,4485
4454,4486,4454,4486
17572,17602,3305,3335
25008,25381,25009,25382
22932,22961,22933,22962
1057,3499,1057,3499
4462,4491,4462,4491
4463,4492,4463,4492
4464,4493,4464,4493
1036,4426,1036,4426
3329,3569,3329,3569
4470,4499,4470,4499
4471,4500,4471,4500
2190,3535,2190,3535
5688,6899,5688,6899
3646,3685,11669,11708
4473,4503,4473,4503
4477,4519,4477,4519
3020,3330,3020,3330
7684,7713,7677,7706
4479,4517,4479,4517
3351,3568,3351,3568
565,1716,565,1716
5626,6946,5626,6946
24984,25419,24985,25420
4493,4526,4493,4526
4495,4527,4495,4527
22677,22707,22679,22709
4501,4538,4501,4538
4511,6565,4511,6565
1109,6555,1109,6555
4512,6549,4512,6549
3392,3586,3392,3586
4526,6516,4526,6516
4530,6401,4530,6401
4533,6400,4533,6400
4538,6953,4538,6953
17925,17965,25959,25999
22939,22997,22940,22998
6831,6860,6831,6860
4539,6945,4539,6945
4548,6952,4548,6952
4557,6948,4557,6948
4559,6338,4559,6338
4570,6900,4570,6900
4571,6876,4571,6876
4579,6794,4579,6794
23066,24645,23067,24646
1151,6455,1151,6455
4581,6711,4581,6711
6839,6907,6839,6907
1156,6728,1156,6728
57,3490,57,3490
4593,6665,4593,6665
2351,6693,2351,6693
43,6976,43,6976
4608,6605,4608,6605
4610,6600,4610,6600
25132,25418,25133,25419
4612,6553,4612,6553
4614,6548,4614,6548
25136,25424,25137,25425
4616,6547,4616,6547
4619,6466,4619,6466
25140,25430,25141,25431
4620,6910,4620,6910
4622,6909,4622,6909
4624,6886,4624,6886
4628,6883,4628,6883
4638,6872,4638,6872
4639,6409,4639,6409
18001,18032,26034,26065
4640,6399,4640,6399
455,2803,455,2803
22965,23003,22966,23004
75,6544,75,6544
4641,6796,4641,6796
81,6682,81,6682
4647,6692,4647,6692
16729,16759,2468,2498
3741,3806,11764,11829
4648,6670,4648,6670
4650,6668,4650,6668
1258,6882,1258,6882
5864,6766,5864,6766
24114,25413,24115,25414
2370,6807,2370,6807
4664,6545,4664,6545
1246,3530,1246,3530
4672,6793,4672,6793
4675,6792,4675,6792
4679,6756,4679,6756
4682,6723,4682,6723
4686,6960,4686,6960
2431,3564,2431,3564
4689,6973,4689,6973
4691,6891,4691,6891
4702,6874,4702,6874
4706,6538,4706,6538
4708,6701,4708,6701
4710,6642,4710,6642
4712,6659,4712,6659
4717,6894,4717,6894
25210,25428,25211,25429
6939,6971,6939,6971
159,6663,159,6663
24124,25405,24125,25406
4731,5006,4731,5006
18314,18343,26347,26376
1333,6713,1333,6713
17574,17604,3307,3337
1334,6959,1334,6959
22956,23000,22957,23001
24291,25431,24292,25432
4750,6811,4750,6811
4755,6979,4755,6979
4759,6978,4759,6978
4762,6885,4762,6885
4765,6951,4765,6951
4768,6749,4768,6749
4774,6761,4774,6761
3480,3509,11503,11532
25337,25442,25338,25443
1370,3547,1370,3547
4775,6754,4775,6754
2485,6862,2485,6862
4783,6704,4783,6704
4787,6703,4787,6703
4794,6911,4794,6911
4799,6884,4799,6884
4800,6715,4800,6715
4805,5132,4805,5132
4824,5126,4824,5126
25326,25438,25327,25439
25128,25427,25129,25428
4826,6958,4826,6958
3703,6788,3703,6788
25364,25444,25365,25445
22850,22898,22851,22899
2562,3567,2562,3567
4846,5194,4846,5194
4851,5201,4851,5201
17237,17273,2972,3008
4858,5193,4858,5193
1437,3540,1437,3540
7154,7198,7155,7199
302,3527,302,3527
4866,5199,4866,5199
4867,5200,4867,5200
4868,5216,4868,5216
4871,5196,4871,5196
746,3999,746,3999
25422,25451,25423,25452
25424,25453,25425,25454
25426,25456,25427,25457
25428,25461,25429,25462
25433,25463,25434,25464
25436,25465,25437,25466
25439,25468,25440,25469
25440,25473,25441,25474
4094,4136,4094,4136
25442,25472,25443,25473
25448,25477,25449,25478
25453,25482,25454,25483
25454,25487,25455,25488
25456,25486,25457,25487
25463,25493,25464,25494
25465,25494,25466,25495
25466,25495,25467,25496
25468,25497,25469,25498
148,1837,148,1837
25469,25498,25470,25499
25470,25499,25471,25500
25471,25507,25472,25508
25473,25505,25474,25506
25479,25508,25480,25509
25480,25510,25481,25511
25485,25514,25486,25515
22633,22702,22635,22704
25486,25515,25487,25516
25487,25519,25488,25520
25494,25523,25495,25524
25495,25524,25496,25525
25496,25526,25497,25527
25499,25528,25500,25529
18008,18037,26041,26070
25500,25530,25501,25531
25502,25531,25503,25532
25505,25535,25506,25536
25508,25537,25509,25538
3491,3528,11514,11551
25509,25538,25510,25539
25522,25554,25523,25555
27151,27180,12884,12913
25523,25553,25524,25554
25527,25557,25528,25558
25529,25559,25530,25560
25531,25560,25532,25561
25534,25564,25535,25565
25537,25566,25538,25567
25538,25567,25539,25568
16724,16756,2463,2495
25539,25571,25540,25572
25540,25572,25541,25573
25544,25573,25545,25574
3670,3700,3670,3700
25545,25574,25546,25575
25548,25578,25549,25579
25559,25588,25560,25589
5308,5780,5308,5780
25560,25592,25561,25593
25564,25606,25565,25607
25567,25605,25568,25606
25551,25583,25552,25584
25572,25607,25573,25608
25579,25608,25580,25609
25580,25610,25581,25611
25582,25614,25583,25615
25586,25615,25587,25616
25588,25617,25589,25618
25589,25621,25590,25622
25597,25626,25598,25627
25606,25636,25607,25637
4019,4056,4019,4056
27585,27615,27586,27616
25621,25650,25622,25651
26438,26467,26439,26468
27596,27628,27597,27629
26197,26226,26198,26227
23048,25276,23049,25277
27600,27629,27601,27630
26564,26596,26565,26597
26193,26222,26194,26223
27602,27632,27603,27633
6264,6509,6264,6509
27606,27638,27607,27639
28026,28061,28027,28062
28277,28307,28278,28308
27624,27653,27625,27654
23017,24001,23018,24002
26994,27023,26995,27024
27634,27669,27635,27670
27646,27678,27647,27679
29048,29078,29049,29079
27669,27698,27670,27699
28901,28931,28902,28932
5224,6524,5224,6524
27672,27701,27673,27702
27042,27074,27043,27075
4126,4161,4126,4161
27676,27706,27677,27707
27020,27050,27021,27051
25583,25613,25584,25614
27684,27713,27685,27714
27704,27733,27705,27734
26981,27010,26982,27011
27604,27640,27605,27641
27233,27262,27234,27263
27705,27734,27706,27735
27706,27738,27707,27739
29573,29602,29574,29603
27717,27747,27718,27748
27720,27758,27721,27759
3583,3626,11606,11649
28608,28656,28609,28657
28736,28768,28737,28769
27736,27768,27737,27769
26337,26371,26338,26372
25437,25467,25438,25468
27737,27772,27738,27773
27741,27771,27742,27772
4074,4134,4074,4134
27746,27775,27747,27776
24741,24772,24742,24773
27752,27781,27753,27782
27754,27784,27755,27785
27758,27788,27759,27789
27985,28020,27986,28021
27773,27802,27774,27803
28570,28605,28571,28606
27043,27075,27044,27076
27787,27819,27788,27820
29308,29342,29309,29343
27788,27820,27789,27821
29420,29449,29421,29450
27794,27823,27795,27824
29513,29546,29514,29547
29402,29432,29403,29433
4781,6853,4781,6853
27812,27845,27813,27846
28818,28847,28819,28848
27089,27118,27090,27119
27825,27854,27826,27855
26833,26865,26834,26866
27827,27857,27828,27858
22766,22796,22768,22798
27210,27239,12943,12972
29192,29221,29193,29222
5754,6507,5754,6507
27200,27232,27201,27233
25988,26017,25989,26018
23080,24517,23081,24518
27831,27861,27832,27862
27338,27370,27339,27371
26972,27001,26973,27002
27836,27865,27837,27866
27841,27870,27842,27871
28210,28249,28211,28250
26990,27019,26991,27020
18007,18036,26040,26069
27843,27881,27844,27882
29746,29791,29747,29792
25829,25865,25830,25866
27864,27894,27865,27895
27866,27896,27867,27897
27868,27900,27869,27901
26254,26284,26255,26285
4760,6887,4760,6887
27869,27904,27870,27905
28873,28902,28874,28903
4197,4236,4197,4236
27623,27652,27624,27653
26649,26679,26650,26680
23566,25441,23567,25442
28092,28124,28093,28125
27878,27910,27879,27911
27883,27912,27884,27913
27884,27917,27885,27918
28860,28890,28861,28891
27895,27925,27896,27926
17233,17271,2968,3006
29650,29680,29651,29681
29615,29653,29616,29654
27900,27938,27901,27939
27169,27201,27170,27202
25926,25956,25927,25957
27692,27732,27693,27733
27913,27945,27914,27946
27284,27313,27285,27314
27923,27952,27924,27953
4195,4224,4195,4224
28399,28429,28400,28430
27926,27955,27927,27956
27929,27958,27930,27959
28151,28189,28152,28190
4447,4487,4447,4487
26933,26965,26934,26966
28583,28615,28584,28616
26836,26865,12562,12591
25679,25708,25680,25709
27931,27966,27932,27967
26246,26275,26247,26276
27940,27974,27941,27975
27762,27795,27763,27796
27947,27976,27948,27977
26202,26232,26203,26233
27958,27990,27959,27991
26350,26380,26351,26381
27966,27995,27967,27996
27968,27997,27969,27998
27171,27201,12904,12934
27974,28006,27975,28007
27979,28008,27980,28009
27982,28011,27983,28012
27983,28012,27984,28013
27987,28019,27988,28020
17224,17254,2959,2989
29521,29551,29522,29552
26300,26329,26301,26330
27997,28026,27998,28027
28005,28034,28006,28035
27037,27066,27038,27067
27858,27892,27859,27893
2176,4434,2176,4434
28015,28044,28016,28045
53,6863,53,6863
28019,28051,28020,28052
25864,25893,25865,25894
26992,27022,26993,27023
28237,28267,28238,28268
28037,28069,28038,28070
28038,28070,28039,28071
29281,29310,29282,29311
3760,3799,11783,11822
29652,29684,29653,29685
26674,26703,26675,26704
27317,27346,27318,27347
27048,27077,27049,27078
26220,26249,26221,26250
27993,28022,27994,28023
26470,26499,26471,26500
4652,6630,4652,6630
27679,27712,27680,27713
28049,28084,28050,28085
18368,18422,26401,26455
29228,29257,29229,29258
27303,27332,27304,27333
28087,28116,28088,28117
28090,28120,28091,28121
27263,27295,27264,27296
28099,28134,28100,28135
25674,25703,25675,25704
4408,4444,4408,4444
28106,28136,28107,28137
28114,28143,28115,28144
25611,25643,25612,25644
28115,28145,28116,28146
23989,24741,23990,24742
27962,27992,27963,27993
27593,27622,27594,27623
28117,28147,28118,28148
28123,28153,28124,28154
29238,29268,29239,29269
28125,28157,28126,28158
4116,4154,4116,4154
26554,26583,26555,26584
4578,6260,4578,6260
28130,28159,28131,28160
28768,28797,28769,28798
4718,6577,4718,6577
26146,26178,26147,26179
28138,28167,28139,28168
28977,29012,28978,29013
28139,28169,28140,28170
29340,29375,29341,29376
28143,28175,28144,28176
29417,29446,29418,29447
28147,28177,28148,28178
28156,28188,28157,28189
28163,28195,28164,28196
3677,4031,3677,4031
28167,28199,28168,28200
27455,27485,27456,27486
28168,28202,28169,28203
5242,6520,5242,6520
28171,28218,28172,28219
26428,26458,26429,26459
28813,28845,28814,28846
27186,27215,27187,27216
26817,26846,26818,26847
29155,29185,29156,29186
28177,28217,28178,28218
26424,26453,26425,26454
26928,26958,26929,26959
28203,28232,28204,28233
26279,26308,26280,26309
28204,28233,28205,28234
27839,27868,27840,27869
27468,27500,27469,27501
2469,6970,2469,6970
28215,28252,28216,28253
28224,28256,28225,28257
25449,25478,25450,25479
28234,28264,28235,28265
28236,28265,28237,28266
25461,25490,25462,25491
28239,28268,28240,28269
25550,25579,25551,25580
26686,26715,26687,26716
28240,28269,28241,28270
29579,29611,29580,29612
5236,6208,5236,6208
22635,22703,22637,22705
4667,6483,4667,6483
27698,27730,27699,27731
28612,28651,28613,28652
25856,25885,25857,25886
27030,27063,27031,27064
28243,28276,28244,28277
3673,3702,3673,3702
28251,28284,28252,28285
26106,26136,26107,26137
27195,27224,27196,27225
28253,28283,28254,28284
28257,28286,28258,28287
28628,28657,28629,28658
28715,28748,28716,28749
28261,28294,28262,28295
3565,3594,3565,3594
28269,28299,28270,28300
28847,28880,28848,28881
27280,27310,27281,27311
28281,28315,28282,28316
29244,29273,29245,29274
28650,28714,28651,28715
27013,27045,27014,27046
27339,27368,13072,13101
4749,6972,4749,6972
27844,27880,27845,27881
28288,28328,28289,28329
28294,28326,28295,28327
29537,29569,29538,29570
26309,26339,26310,26340
28300,28333,28301,28334
28411,28440,28412,28441
29320,29360,29321,29361
28308,28350,28309,28351
28311,28349,28312,28350
28315,28347,28316,28348
29150,29179,29151,29180
28337,28366,28338,28367
4836,6966,4836,6966
27821,27853,27822,27854
26578,26608,26579,26609
28339,28371,28340,28372
27967,27996,27968,27997
29425,29454,29426,29455
28343,28372,28344,28373
29474,29504,29475,29505
27589,27619,27590,27620
28344,28374,28345,28375
25561,25595,25562,25596
28348,28378,28349,28379
25859,25888,25860,25889
3735,3779,11758,11802
27932,27964,27933,27965
28350,28380,28351,28381
28352,28384,28353,28385
27293,27327,27294,27328
17929,17968,25963,26002
27026,27056,27027,27057
27970,28002,27971,28003
28360,28389,28361,28390
27197,27231,27198,27232
28361,28391,28362,28392
26827,26856,26828,26857
4344,4377,4344,4377
28363,28392,28364,28393
27077,27106,27078,27107
27829,27858,27830,27859
28366,28396,28367,28397
28331,28363,28332,28364
29197,29230,29198,29231
25965,25994,25966,25995
28369,28398,28370,28399
25855,25884,25856,25885
28370,28399,28371,28400
28372,28404,28373,28405
27750,27779,27751,27780
29381,29410,29382,29411
28380,28410,28381,28411
26766,26799,26767,26800
28382,28414,28383,28415
27651,27681,27652,27682
28383,28413,28384,28414
28386,28415,28387,28416
28388,28417,28389,28418
29617,29655,29618,29656
28390,28420,28391,28421
28393,28423,28394,28424
28748,28783,28749,28784
28395,28424,28396,28425
28396,28425,28397,28426
28397,28427,28398,28428
28744,28774,28745,28775
28402,28431,28403,28432
27713,27743,27714,27744
29056,29088,29057,29089
28408,28438,28409,28439
4,33,4,33
27457,27486,27458,27487
28412,28441,28413,28442
27627,27656,27628,27657
28316,28353,28317,28354
28413,28442,28414,28443
27421,27450,27422,27451
27796,27825,27797,27826
26806,26836,26807,26837
28414,28444,28415,28445
28416,28445,28417,28446
28419,28448,28420,28449
28420,28452,28421,28453
28084,28113,28085,28114
28421,28455,28422,28456
28424,28459,28425,28460
22864,22907,22865,22908
27598,27630,13331,13363
28436,28466,28437,28467
27216,27249,27217,27250
28438,28467,28439,28468
27943,27975,27944,27976
25939,25971,25940,25972
27749,27778,27750,27779
27969,27998,27970,27999
28502,28531,28503,28532
27474,27504,27475,27505
6952,6981,6952,6981
2464,3558,2464,3558
28442,28472,28443,28473
27830,27862,27831,27863
27612,27642,27613,27643
26947,26976,26948,26977
28373,28405,28374,28406
28444,28473,28445,28474
26015,26050,26016,26051
27694,27731,27695,27732
28706,28739,28707,28740
27861,27891,27862,27892
26078,26108,26079,26109
4048,4083,12076,12111
28447,28476,28448,28477
4354,4383,4354,4383
29062,29092,29063,29093
28820,28849,28821,28850
27049,27078,27050,27079
28456,28485,28457,28486
27449,27478,27450,27479
26614,26659,26615,26660
25620,25649,25621,25650
28461,28493,28462,28494
4580,6789,4580,6789
28132,28161,28133,28162
25718,25747,25719,25748
28401,28430,28402,28431
24777,25136,24778,25137
28770,28802,28771,28803
28465,28494,28466,28495
28466,28501,28467,28502
25852,25882,25853,25883
28016,28046,28017,28047
28467,28499,28468,28500
27949,27978,27950,27979
28480,28514,28481,28515
28483,28515,28484,28516
28995,29028,28996,29029
28496,28525,28497,28526
25886,25918,25887,25919
28500,28529,28501,28530
27914,27946,27915,27947
27810,27839,27811,27840
27601,27630,27602,27631
28503,28535,28504,28536
28504,28539,28505,28540
28508,28538,28509,28539
29100,29130,29101,29131
26894,26923,26895,26924
28513,28543,28514,28544
28515,28544,28516,28545
26559,26588,26560,26589
28922,28952,28923,28953
28033,28063,28034,28064
26414,26446,26415,26447
28495,28524,28496,28525
4874,5203,4874,5203
28518,28556,28519,28557
2818,2858,2818,2858
29161,29191,29162,29192
26320,26349,26321,26350
28523,28555,28524,28556
27416,27445,27417,27446
28112,28142,28113,28143
28135,28165,28136,28166
27363,27395,27364,27396
26248,26277,26249,26278
28530,28559,28531,28560
28129,28158,28130,28159
3989,4044,3989,4044
28535,28565,28536,28566
28541,28570,28542,28571
28100,28132,28101,28133
3483,3512,11506,11535
7124,7190,7125,7191
28512,28541,28513,28542
26358,26388,26359,26389
23631,25414,23632,25415
28551,28583,28552,28584
28555,28584,28556,28585
28558,28590,28559,28591
27892,27922,27893,27923
28330,28362,28331,28363
26488,26517,12212,12241
29350,29379,29351,29380
4263,4315,4263,4315
28566,28596,28567,28597
27924,27954,27925,27955
28568,28597,28569,28598
28569,28598,28570,28599
28775,28810,28776,28811
27952,27982,27953,27983
29566,29598,29567,29599
28479,28511,28480,28512
26244,26274,26245,26275
27149,27179,12882,12912
28578,28607,28579,28608
24582,24769,24583,24770
26125,26154,26126,26155
28231,28261,28232,28262
27148,27177,27149,27178
28580,28610,28581,28611
26347,26377,26348,26378
7818,7850,7811,7843
28587,28616,28588,28617
27,1830,27,1830
26460,26489,26461,26490
28588,28621,28589,28622
28184,28228,28185,28229
28593,28622,28594,28623
26051,26081,26052,26082
28563,28593,28564,28594
26049,26078,26050,26079
16952,16996,2691,2735
26423,26452,26424,26453
26230,26263,26231,26264
28600,28635,28601,28636
27984,28013,27985,28014
5892,6781,5892,6781
29017,29052,29018,29053
2050,4309,2050,4309
2046,4346,2046,4346
28511,28540,28512,28541
27472,27505,27473,27506
28073,28102,28074,28103
28610,28655,28611,28656
26665,26694,26666,26695
