(27584,29829,27585,29830),
(23732,27582,23733,27583),
(19680,23731,6098,10149),
(15373,19678,10151,14456),
(12195,15371,14458,17634),
(9933,12194,17636,19897),
(6775,9931,19899,23055),
(1,6774,1,6774),


(27584,29829,27585,29830),
(23732,27582,23733,27583),
(12195,23731,6098,17634),
(6775,12194,17636,23055),
(1,6774,1,6774),

(23732,29829,23733,29830),
(12195,23731,6098,17634),
(6775,12194,17636,23055),
(1,6774,1,6774),

(23732,29829,23733,29830),
(6775,23731,6098,23055),
(1,6774,1,6774),
